,Ticker,Fiscal Year,Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
2277,BGS,2019,2019-12-31,1660414000.0,-1277290000.0,383124000.0,-179288000.0,-160745000.0,-1046124105.7772971,-18543000.0,203836000.0,-96967000.0,-98126000.0,106869000.0,-1177000.0,105692000.0,-29303000.0,76389000,118022468.97815126,76389000,76389000
2278,BGS,2020,2020-12-31,1967909000.0,-1486169000.0,481740000.0,-205302000.0,-186191000.0,-1046124105.7772971,-19111000.0,276438000.0,-99076000.0,-101634000.0,177362000.0,-113345135.4520958,177362000.0,-45374000.0,131988000,118022468.97815126,131988000,131988000
2279,BGS,2021,2021-12-31,2056264000.0,-1619298000.0,436966000.0,-217799000.0,-196172000.0,-1046124105.7772971,-21627000.0,219167000.0,-102425000.0,-106889000.0,116742000.0,-23088000.0,93654000.0,-26291000.0,67363000,118022468.97815126,67363000,67363000
2280,BGS,2022,2022-12-31,2163000000.0,-1753376000.0,409624000.0,-211661000.0,-190411000.0,-1046124105.7772971,-21250000.0,197963000.0,-117535000.0,-124915000.0,80428000.0,-99335000.0,-18907000.0,7537000.0,-11370000,118022468.97815126,-11370000,-11370000
2281,BGS,2023,2023-12-31,2062313000.0,-1606792000.0,455521000.0,-216804000.0,-196044000.0,-1046124105.7772971,-20760000.0,238717000.0,-147552000.0,-151333000.0,91165000.0,-158298000.0,-67133000.0,935000.0,-66198000,118022468.97815126,-66198000,-66198000
2282,BGSF,2019,2019-12-31,219764324.0,-149938420.0,69825904.0,-54940786.0,-50222419.0,-1046124105.7772971,-4718367.0,14885118.0,-1568815.0,-1568815.0,13316303.0,-540705.0,12775598.0,-3134767.0,9640831,3606159.0,13246990,13246990
2283,BGSF,2020,2020-12-31,207125480.0,-141086046.0,66039434.0,-60104935.0,-55244147.0,-1046124105.7772971,-4860788.0,5934499.0,-1583630.0,-1583630.0,4350869.0,-7163412.0,-2812543.0,740656.0,-2071887,118022468.97815126,-2071887,-2071887
2284,BGSF,2021,2021-12-31,239027000.0,-158086000.0,80941000.0,-68814000.0,-65116000.0,-1046124105.7772971,-3698000.0,12127000.0,-1433000.0,-1433000.0,10694000.0,2403000.0,13097000.0,-3558000.0,9539000,4570000.0,14109000,14109000
2285,BGSF,2022,2022-12-31,298422000.0,-194874000.0,103548000.0,-87265000.0,-83211000.0,-1046124105.7772971,-4054000.0,16283000.0,-1363000.0,-1363000.0,14920000.0,17675000.0,32595000.0,-8469000.0,24126000,1235000.0,25361000,25361000
2286,BGSF,2023,2023-12-31,313167000.0,-201383000.0,111784000.0,-96424000.0,-88650000.0,-1046124105.7772971,-7774000.0,15360000.0,-5976000.0,-5976000.0,9384000.0,-22545000.0,-13161000.0,2938000.0,-10223000,118022468.97815126,-10223000,-10223000
2289,BH,2019,2019-12-31,668838000.0,-511389000.0,157449000.0,-129728000.0,-100150000.0,-1046124105.7772971,-29578000.0,27721000.0,-20258000.0,-20258000.0,7463000.0,47678000.0,55141000.0,-9761000.0,45380000,118022468.97815126,45380000,45380000
2290,BH,2020,2020-12-31,433683000.0,-257511000.0,176172000.0,-108582000.0,-76360000.0,-1046124105.7772971,-32222000.0,67590000.0,-15536000.0,-15536000.0,52054000.0,-102255000.0,-50201000.0,12212000.0,-37989000,118022468.97815126,-37989000,-37989000
2291,BH,2021,2021-12-31,366106000.0,-180236000.0,185870000.0,-106068000.0,-76018000.0,-1046124105.7772971,-30050000.0,79802000.0,-7160000.0,-7160000.0,72642000.0,-30375000.0,42267000.0,-6789000.0,35478000,118022468.97815126,35478000,35478000
2292,BH,2022,2022-12-31,368231000.0,-160801000.0,207430000.0,-107051000.0,-70608000.0,-1046124105.7772971,-36443000.0,100379000.0,-5892000.0,-5892000.0,94487000.0,-137514000.0,-43027000.0,10722000.0,-32305000,118022468.97815126,-32018000,-32018000
2293,BH,2023,2023-12-31,365318000.0,-157191000.0,208127000.0,-115981000.0,-77002000.0,-1046124105.7772971,-38979000.0,92146000.0,-5795000.0,-5795000.0,86351000.0,-21504000.0,64847000.0,-9308000.0,55539000,118022468.97815126,54948000,54948000
2295,BHC,2019,2019-12-31,8601000000.0,-2350000000.0,6251000000.0,-4922000000.0,-2554000000.0,-471000000.0,-1897000000.0,1329000000.0,-3018000000.0,-1600000000.0,-1689000000.0,-148000000.0,-1837000000.0,54000000.0,-1783000000,118022468.97815126,-1788000000,-1788000000
2296,BHC,2020,2020-12-31,8027000000.0,-2249000000.0,5778000000.0,-4464000000.0,-2367000000.0,-452000000.0,-1645000000.0,1314000000.0,-2053000000.0,-1521000000.0,-739000000.0,-195000000.0,-934000000.0,375000000.0,-559000000,118022468.97815126,-560000000,-560000000
2297,BHC,2021,2021-12-31,8434000000.0,-2394000000.0,6040000000.0,-4464000000.0,-2624000000.0,-465000000.0,-1375000000.0,1576000000.0,-1785000000.0,-1419000000.0,-209000000.0,-815000000.0,-1024000000.0,87000000.0,-937000000,118022468.97815126,-948000000,-948000000
2298,BHC,2022,2022-12-31,8124000000.0,-2364000000.0,5760000000.0,-4369000000.0,-2625000000.0,-529000000.0,-1215000000.0,1391000000.0,-1493000000.0,-1450000000.0,-102000000.0,-27000000.0,-129000000.0,-83000000.0,-212000000,118022468.97815126,-225000000,-225000000
2299,BHC,2023,2023-12-31,8757000000.0,-2559000000.0,6198000000.0,-4598000000.0,-2917000000.0,-604000000.0,-1077000000.0,1600000000.0,-1382000000.0,-1302000000.0,218000000.0,-608000000.0,-390000000.0,-221000000.0,-611000000,118022468.97815126,-592000000,-592000000
2300,BHE,2019,2019-12-31,2268095000.0,-2082567000.0,185528000.0,-136201000.0,-126740000.0,-1046124105.7772971,-9461000.0,49327000.0,-1276000.0,-2835000.0,48051000.0,-20782000.0,27269000.0,-3844000.0,23425000,118022468.97815126,23425000,23425000
2301,BHE,2020,2020-12-31,2053131000.0,-1878083000.0,175048000.0,-131294000.0,-122195000.0,-1046124105.7772971,-9099000.0,43754000.0,-7841000.0,-7168000.0,35913000.0,-18620000.0,17293000.0,-3238000.0,14055000,118022468.97815126,14055000,14055000
2302,BHE,2021,2021-12-31,2255319000.0,-2049418000.0,205901000.0,-143084000.0,-136700000.0,-1046124105.7772971,-6384000.0,62817000.0,-7655000.0,-7932000.0,55162000.0,-9755000.0,45407000.0,-9637000.0,35770000,118022468.97815126,35770000,35770000
2303,BHE,2022,2022-12-31,2886331000.0,-2631096000.0,255235000.0,-156599000.0,-150215000.0,-1046124105.7772971,-6384000.0,98636000.0,-5727000.0,-11164000.0,92909000.0,-8567000.0,84342000.0,-16113000.0,68229000,118022468.97815126,68229000,68229000
2304,BHE,2023,2023-12-31,2838976000.0,-2567906000.0,271070000.0,-153004000.0,-147025000.0,-1046124105.7772971,-5979000.0,118066000.0,-28444000.0,-25619000.0,89622000.0,-8402000.0,81220000.0,-16905000.0,64315000,118022468.97815126,64315000,64315000
2312,BHR,2019,2019-12-31,487614000.0,-323612000.0,164002000.0,-103532000.0,-5435000.0,-1046124105.7772971,-70112000.0,60470000.0,-67566000.0,-53420000.0,-7096000.0,10056000.0,2960000.0,-1764000.0,1196000,118022468.97815126,371000,-9771000
2313,BHR,2020,2020-12-31,226974000.0,-189977000.0,36997000.0,-108511000.0,-6657000.0,-1046124105.7772971,-73371000.0,-71514000.0,-50271000.0,-44928000.0,-121785000.0,-7298000.0,-129083000.0,4406000.0,-124677000,118022468.97815126,-105262000,-115481000
2314,BHR,2021,2021-12-31,427542000.0,-287026000.0,140516000.0,-117476000.0,-8717000.0,-1046124105.7772971,-73762000.0,23040000.0,-31105000.0,-30853000.0,-8065000.0,-23522000.0,-31587000.0,-1324000.0,-32911000,118022468.97815126,-26664000,-40004000
2315,BHR,2022,2022-12-31,669585000.0,-445487000.0,224098000.0,-126972000.0,-18084000.0,-1046124105.7772971,-78122000.0,97126000.0,-49817000.0,-49489000.0,47309000.0,-23918000.0,23391000.0,-4043000.0,19348000,118022468.97815126,17761000,-10696000
2316,BHR,2023,2023-12-31,739343000.0,-501157000.0,238186000.0,-145424000.0,-13523000.0,-1046124105.7772971,-93272000.0,92762000.0,-87778000.0,-87818000.0,4984000.0,-32923000.0,-27939000.0,-2689000.0,-30628000,118022468.97815126,-27017000,-74040000
2327,BIGC,2019,2019-12-31,112103000.0,-27023000.0,85080000.0,-126067000.0,-82944000.0,-43123000.0,-434363725.33045274,-40987000.0,-1575000.0,-1367000.0,-42562000.0,-113345135.4520958,-42562000.0,-28000.0,-42590000,118022468.97815126,-42590000,-49898000
2328,BIGC,2020,2020-12-31,152368000.0,-34126000.0,118242000.0,-156939000.0,-108607000.0,-48332000.0,-434363725.33045274,-38697000.0,-3251000.0,-3072000.0,-41948000.0,4413000.0,-37535000.0,-25000.0,-37560000,118022468.97815126,-37560000,-38522000
2329,BIGC,2021,2021-12-31,219855000.0,-48479000.0,171376000.0,-224020000.0,-156189000.0,-64547000.0,-3284000.0,-52644000.0,-768000.0,-698000.0,-53412000.0,-23299000.0,-76711000.0,34000.0,-76677000,118022468.97815126,-76677000,-76677000
2330,BIGC,2022,2022-12-31,279075000.0,-69980000.0,209095000.0,-307114000.0,-210783000.0,-88253000.0,-8078000.0,-98019000.0,1143000.0,1370000.0,-96876000.0,-42548000.0,-139424000.0,-495000.0,-139919000,118022468.97815126,-139919000,-139919000
2331,BIGC,2023,2023-12-31,309394000.0,-74202000.0,235192000.0,-290950000.0,-199068000.0,-83460000.0,-8422000.0,-55758000.0,7773000.0,8609000.0,-47985000.0,-16686000.0,-64671000.0,0.0,-64671000,118022468.97815126,-64671000,-64671000
2332,BIIB,2019,2019-12-31,14377900000.0,-1955400000.0,12422500000.0,-4655300000.0,-2374700000.0,-2280600000.0,-434363725.33045274,7767200000.0,83300000.0,-118490421.49102229,7850500000.0,-724600000.0,7125900000.0,-1158000000.0,5888500000,118022468.97815126,5888500000,5888500000
2333,BIIB,2020,2020-12-31,13444600000.0,-1805200000.0,11639400000.0,-6495400000.0,-2504500000.0,-3990900000.0,-434363725.33045274,5144000000.0,497400000.0,-118490421.49102229,5641400000.0,-593900000.0,5047500000.0,-992300000.0,4060500000,118022468.97815126,4000600000,4000600000
2334,BIIB,2021,2021-12-31,10981700000.0,-2109700000.0,8872000000.0,-6056800000.0,-2674300000.0,-2501200000.0,-881300000.0,2815200000.0,-1095500000.0,-118490421.49102229,1719700000.0,25500000.0,1745200000.0,-52500000.0,1727600000,118022468.97815126,1556100000,1556100000
2335,BIIB,2022,2022-12-31,10173400000.0,-2278300000.0,7895100000.0,-5000600000.0,-2403600000.0,-2231100000.0,-365900000.0,2894500000.0,108200000.0,-118490421.49102229,3002700000.0,589100000.0,3591800000.0,-632800000.0,2961600000,118022468.97815126,3046900000,3046900000
2336,BIIB,2023,2023-12-31,9835600000.0,-2533400000.0,7302200000.0,-5252300000.0,-2549700000.0,-2462000000.0,-240600000.0,2049900000.0,-315500000.0,-118490421.49102229,1734400000.0,-437600000.0,1296800000.0,-135300000.0,1161500000,118022468.97815126,1161100000,1161100000
2342,BIO,2019,2019-12-31,2311659000.0,-1054663000.0,1256996000.0,-1027335000.0,-824625000.0,-202710000.0,-434363725.33045274,229661000.0,433000.0,-23416000.0,230094000.0,2030987000.0,2261081000.0,-502406000.0,1758675000,118022468.97815126,1758675000,1758675000
2343,BIO,2020,2020-12-31,2545626000.0,-1107739000.0,1437887000.0,-1016561000.0,-798798000.0,-217763000.0,-434363725.33045274,421326000.0,856000.0,-21861000.0,422182000.0,4495825000.0,4918007000.0,-1103778000.0,3814229000,118022468.97815126,3814229000,3814229000
2344,BIO,2021,2021-12-31,2922545000.0,-1284449000.0,1638096000.0,-1137760000.0,-877122000.0,-260638000.0,-434363725.33045274,500336000.0,22471000.0,-1551000.0,522807000.0,4926248000.0,5449055000.0,-1194798000.0,4254257000,118022468.97815126,4254257000,4254257000
2345,BIO,2022,2022-12-31,2802249000.0,-1234919000.0,1567330000.0,-1084714000.0,-827825000.0,-256889000.0,-434363725.33045274,482616000.0,6665000.0,-38114000.0,489281000.0,-5193554000.0,-4704273000.0,1076738000.0,-3627535000,118022468.97815126,-3627535000,-3627535000
2346,BIO,2023,2023-12-31,2671262000.0,-1244316000.0,1426946000.0,-1089150000.0,-841723000.0,-247427000.0,-434363725.33045274,337796000.0,64351000.0,-49439000.0,402147000.0,-1252251000.0,-850104000.0,212780000.0,-637324000,118022468.97815126,-637324000,-637324000
2365,BJRI,2019,2019-12-31,1161450000.0,-295009000.0,866441000.0,-818191000.0,-62540000.0,-1046124105.7772971,-72006000.0,48250000.0,-2825000.0,-4613000.0,45425000.0,869000.0,46294000.0,-1056000.0,45238000,118022468.97815126,45238000,45238000
2366,BJRI,2020,2020-12-31,778510000.0,-195573000.0,582937000.0,-655505000.0,-360291000.0,-1046124105.7772971,-73124000.0,-72568000.0,-5803000.0,-7078000.0,-78371000.0,-11579000.0,-89950000.0,32065000.0,-57885000,118022468.97815126,-57885000,-57885000
2367,BJRI,2021,2021-12-31,1087038000.0,-288110000.0,798928000.0,-811489000.0,-469365000.0,-1046124105.7772971,-72753000.0,-12561000.0,-2675000.0,-5002000.0,-15236000.0,-3946000.0,-19182000.0,15576000.0,-3606000,118022468.97815126,-3606000,-3606000
2368,BJRI,2022,2022-12-31,1283926000.0,-349645000.0,934281000.0,-936879000.0,-556700000.0,-1046124105.7772971,-70385000.0,-2598000.0,-2828000.0,-2888000.0,-5426000.0,-2882000.0,-8308000.0,12384000.0,4076000,118022468.97815126,4076000,4076000
2369,BJRI,2023,2023-12-31,1333229000.0,-346569000.0,986660000.0,-964776000.0,-573417000.0,-1046124105.7772971,-70992000.0,21884000.0,-3659000.0,-4915000.0,18225000.0,-8125000.0,10100000.0,9560000.0,19660000,118022468.97815126,19660000,19660000
2372,BKD,2019,2019-12-31,4057088000.0,-2390495000.0,1666593000.0,-868388000.0,-219289000.0,-1046124105.7772971,-379433000.0,798205000.0,-223991000.0,-234212000.0,574214000.0,-844975000.0,-270761000.0,2269000.0,-268492000,118022468.97815126,-267931000,-267931000
2373,BKD,2020,2020-12-31,3540195000.0,-2341859000.0,1198336000.0,-789834000.0,-206575000.0,-1046124105.7772971,-359226000.0,408502000.0,-40194000.0,-43735000.0,368308000.0,-281011000.0,87297000.0,-5352000.0,81945000,118022468.97815126,82019000,82019000
2374,BKD,2021,2021-12-31,2758259000.0,-2075863000.0,682396000.0,-696887000.0,-184916000.0,-1046124105.7772971,-337613000.0,-14491000.0,-28636000.0,-44933000.0,-43127000.0,-64400000.0,-107527000.0,8163000.0,-99364000,118022468.97815126,-99290000,-99290000
2375,BKD,2022,2022-12-31,2825379000.0,-2083605000.0,741774000.0,-681332000.0,-168594000.0,-1046124105.7772971,-347444000.0,60442000.0,-39794000.0,-41126000.0,20648000.0,-260547000.0,-239899000.0,1559000.0,-238340000,118022468.97815126,-238427000,-238427000
2376,BKD,2023,2023-12-31,3015829000.0,-2129800000.0,886029000.0,-724016000.0,-178894000.0,-1046124105.7772971,-342712000.0,162013000.0,18887000.0,1196000.0,180900000.0,-361186000.0,-180286000.0,-8784000.0,-189070000,118022468.97815126,-189011000,-189011000
2389,BKNG,2019,2019-12-31,15066000000.0,-5028782503.752925,2678659026.7719755,-9721000000.0,-8012000000.0,-1046124105.7772971,-469000000.0,5345000000.0,613000000.0,-266000000.0,5958000000.0,-113345135.4520958,5958000000.0,-1093000000.0,4865000000,118022468.97815126,4865000000,4865000000
2390,BKNG,2020,2020-12-31,6796000000.0,-5028782503.752925,2678659026.7719755,-6216000000.0,-4704000000.0,-1046124105.7772971,-458000000.0,580000000.0,1198000000.0,-356000000.0,1778000000.0,-1211000000.0,567000000.0,-508000000.0,59000000,118022468.97815126,59000000,59000000
2391,BKNG,2021,2021-12-31,10958000000.0,-5028782503.752925,2678659026.7719755,-8462000000.0,-6637000000.0,-1046124105.7772971,-421000000.0,2496000000.0,-1031000000.0,-334000000.0,1465000000.0,-113345135.4520958,1465000000.0,-300000000.0,1165000000,118022468.97815126,1165000000,1165000000
2392,BKNG,2022,2022-12-31,17090000000.0,-5028782503.752925,2678659026.7719755,-11988000000.0,-9224000000.0,-1046124105.7772971,-451000000.0,5102000000.0,-1179000000.0,-391000000.0,3923000000.0,-113345135.4520958,3923000000.0,-865000000.0,3058000000,118022468.97815126,3058000000,3058000000
2393,BKNG,2023,2023-12-31,21365000000.0,-5028782503.752925,2678659026.7719755,-15530000000.0,-11622000000.0,-1046124105.7772971,-504000000.0,5835000000.0,-354000000.0,-897000000.0,5481000000.0,-113345135.4520958,5481000000.0,-1192000000.0,4289000000,118022468.97815126,4289000000,4289000000
2394,BKR,2019,2019-12-31,23838000000.0,-19406000000.0,4432000000.0,-2832000000.0,-2832000000.0,-1046124105.7772971,-434363725.33045274,1600000000.0,-321000000.0,-237000000.0,1279000000.0,-526000000.0,753000000.0,-482000000.0,271000000,118022468.97815126,128000000,128000000
2395,BKR,2020,2020-12-31,20705000000.0,-17506000000.0,3199000000.0,-2404000000.0,-2404000000.0,-1046124105.7772971,-434363725.33045274,795000000.0,776000000.0,-264000000.0,1571000000.0,-16773000000.0,-15202000000.0,-559000000.0,-15761000000,118022468.97815126,-9940000000,-9940000000
2396,BKR,2021,2021-12-31,20502000000.0,-16453000000.0,4049000000.0,-2470000000.0,-2470000000.0,-1046124105.7772971,-434363725.33045274,1579000000.0,-882000000.0,-299000000.0,697000000.0,-269000000.0,428000000.0,-758000000.0,-330000000,118022468.97815126,-219000000,-219000000
2397,BKR,2022,2022-12-31,21156000000.0,-16756000000.0,4400000000.0,-2510000000.0,-2510000000.0,-1046124105.7772971,-434363725.33045274,1890000000.0,-1163000000.0,-252000000.0,727000000.0,-705000000.0,22000000.0,-600000000.0,-578000000,118022468.97815126,-601000000,-601000000
2398,BKR,2023,2023-12-31,25506000000.0,-20255000000.0,5251000000.0,-2611000000.0,-2611000000.0,-1046124105.7772971,-434363725.33045274,2640000000.0,338000000.0,-216000000.0,2978000000.0,-323000000.0,2655000000.0,-685000000.0,1970000000,118022468.97815126,1943000000,1943000000
2403,BKTI,2019,2019-12-31,40100000.0,-24449000.0,15651000.0,-20036000.0,-20036000.0,-1046124105.7772971,-434363725.33045274,-4385000.0,46000.0,150000.0,-4339000.0,716000.0,-3623000.0,987000.0,-2636000,118022468.97815126,-2636000,-2636000
2404,BKTI,2020,2020-12-31,44139000.0,-26109000.0,18030000.0,-17036000.0,-17036000.0,-1046124105.7772971,-434363725.33045274,994000.0,-177000.0,-8000.0,817000.0,-620000.0,197000.0,-3000.0,194000,118022468.97815126,194000,194000
2405,BKTI,2021,2021-12-31,45364000.0,-29103000.0,16261000.0,-17457000.0,-17457000.0,-1046124105.7772971,-434363725.33045274,-1196000.0,-139000.0,-53000.0,-1335000.0,-179000.0,-1514000.0,-187000.0,-1701000,118022468.97815126,-1701000,-1701000
2406,BKTI,2022,2022-12-31,50951000.0,-41107000.0,9844000.0,-20925000.0,-20925000.0,-1046124105.7772971,-434363725.33045274,-11081000.0,-240000.0,-144000.0,-11321000.0,-314000.0,-11635000.0,-150828726.78345707,-11635000,118022468.97815126,-11635000,-11635000
2407,BKTI,2023,2023-12-31,74094000.0,-51858000.0,22236000.0,-23013000.0,-23013000.0,-1046124105.7772971,-434363725.33045274,-777000.0,-659000.0,-575000.0,-1436000.0,-740000.0,-2176000.0,-54000.0,-2230000,118022468.97815126,-2230000,-2230000
2412,BL,2019,2019-12-31,288976000.0,-58975000.0,230001000.0,-257900000.0,-214894000.0,-43006000.0,-434363725.33045274,-27899000.0,-2522000.0,-2522000.0,-30421000.0,-113345135.4520958,-30421000.0,-1725000.0,-32146000,118022468.97815126,-32535000,-32535000
2413,BL,2020,2020-12-31,351737000.0,-68972000.0,282765000.0,-302656000.0,-246192000.0,-56464000.0,-434363725.33045274,-19891000.0,-18809000.0,-18809000.0,-38700000.0,-113345135.4520958,-38700000.0,-702000.0,-39402000,118022468.97815126,-46911000,-46911000
2414,BL,2021,2021-12-31,425706000.0,-97871000.0,327835000.0,-366449000.0,-289127000.0,-77322000.0,-434363725.33045274,-38614000.0,-62245000.0,-62245000.0,-100859000.0,-113345135.4520958,-100859000.0,-135000.0,-100994000,118022468.97815126,-115161000,-115161000
2415,BL,2022,2022-12-31,522938000.0,-129385000.0,393553000.0,-445910000.0,-337017000.0,-108893000.0,-434363725.33045274,-52357000.0,8787000.0,8787000.0,-43570000.0,-3841000.0,-47411000.0,13520000.0,-33891000,118022468.97815126,-29391000,-29391000
2416,BL,2023,2023-12-31,589996000.0,-146793000.0,443203000.0,-417891000.0,-314684000.0,-103207000.0,-434363725.33045274,25312000.0,46161000.0,46161000.0,71473000.0,-10964000.0,60509000.0,-1450000.0,59059000,118022468.97815126,52833000,52833000
2431,BLD,2019,2019-12-31,2624121000.0,-1942854000.0,681267000.0,-391744000.0,-391744000.0,-1046124105.7772971,-434363725.33045274,289523000.0,-35745000.0,-37823000.0,253778000.0,-113345135.4520958,253778000.0,-62783000.0,190995000,118022468.97815126,190995000,190995000
2432,BLD,2020,2020-12-31,2718038000.0,-1971677000.0,746361000.0,-391315000.0,-391315000.0,-1046124105.7772971,-434363725.33045274,355046000.0,-31723000.0,-32456000.0,323323000.0,-233000.0,323090000.0,-76067000.0,247023000,118022468.97815126,247023000,247023000
2433,BLD,2021,2021-12-31,3486207000.0,-2511818000.0,974389000.0,-497970000.0,-497970000.0,-1046124105.7772971,-434363725.33045274,476419000.0,-29139000.0,-29143000.0,447280000.0,-13837000.0,433443000.0,-109427000.0,324016000,118022468.97815126,324016000,324016000
2434,BLD,2022,2022-12-31,5008744000.0,-3522025000.0,1486719000.0,-689555000.0,-689555000.0,-1046124105.7772971,-434363725.33045274,797164000.0,-55029000.0,-56716000.0,742135000.0,-113345135.4520958,742135000.0,-186146000.0,555989000,118022468.97815126,555989000,555989000
2435,BLD,2023,2023-12-31,5194694000.0,-3590874000.0,1603820000.0,-724995000.0,-724995000.0,-1046124105.7772971,-434363725.33045274,878825000.0,-53342000.0,-74614000.0,825483000.0,-113345135.4520958,825483000.0,-211229000.0,614254000,118022468.97815126,614254000,614254000
2436,BLDE,2019,2019-12-31,31196000.0,-26497000.0,4699000.0,-16240000.0,-15489000.0,-751000.0,-434363725.33045274,-11541000.0,703000.0,703000.0,-10838000.0,-113345135.4520958,-10838000.0,-150828726.78345707,-10838000,118022468.97815126,-10838000,-10838000
2437,BLDE,2020,2020-12-31,7986000.0,-6367000.0,1619000.0,-3987000.0,-3801000.0,-186000.0,-434363725.33045274,-2368000.0,7000.0,7000.0,-2361000.0,-113345135.4520958,-2361000.0,-150828726.78345707,-2361000,118022468.97815126,-2361000,-2361000
2438,BLDE,2021,2021-12-31,50526000.0,-40008000.0,10518000.0,-34611000.0,-32927000.0,-1684000.0,-434363725.33045274,-24093000.0,460000.0,460000.0,-23633000.0,-20062000.0,-43695000.0,3643000.0,-40052000,118022468.97815126,-40052000,-40052000
2439,BLDE,2022,2022-12-31,146120000.0,-123845000.0,22275000.0,-75804000.0,-70259000.0,-5545000.0,-434363725.33045274,-53529000.0,3434000.0,3434000.0,-50095000.0,22063000.0,-28032000.0,772000.0,-27260000,118022468.97815126,-27260000,-27260000
2440,BLDE,2023,2023-12-31,225180000.0,-183058000.0,42122000.0,-110239000.0,-105612000.0,-4627000.0,-434363725.33045274,-68117000.0,8442000.0,8442000.0,-59675000.0,2133000.0,-57542000.0,1466000.0,-56076000,118022468.97815126,-56076000,-56076000
2441,BLDR,2019,2019-12-31,7280431000.0,-5303602000.0,1976829000.0,-1584523000.0,-1584523000.0,-1046124105.7772971,-434363725.33045274,392306000.0,-109551000.0,-109551000.0,282755000.0,-113345135.4520958,282755000.0,-60946000.0,221809000,118022468.97815126,221809000,221809000
2442,BLDR,2020,2020-12-31,8558874000.0,-6336290000.0,2222584000.0,-1678730000.0,-1678730000.0,-1046124105.7772971,-434363725.33045274,543854000.0,-135688000.0,-135688000.0,408166000.0,-113345135.4520958,408166000.0,-94629000.0,313537000,118022468.97815126,313537000,313537000
2443,BLDR,2021,2021-12-31,19893856000.0,-14042900000.0,5850956000.0,-3463532000.0,-3463532000.0,-1046124105.7772971,-434363725.33045274,2387424000.0,-135877000.0,-135877000.0,2251547000.0,-113345135.4520958,2251547000.0,-526131000.0,1725416000,118022468.97815126,1725416000,1725416000
2444,BLDR,2022,2022-12-31,22726418000.0,-14982039000.0,7744379000.0,-3974173000.0,-3974173000.0,-1046124105.7772971,-434363725.33045274,3770206000.0,-198373000.0,-198373000.0,3571833000.0,-113345135.4520958,3571833000.0,-822464000.0,2749369000,118022468.97815126,2749369000,2749369000
2445,BLDR,2023,2023-12-31,17097330000.0,-11084996000.0,6012334000.0,-3836015000.0,-3836015000.0,-1046124105.7772971,-434363725.33045274,2176319000.0,-192115000.0,-192115000.0,1984204000.0,-113345135.4520958,1984204000.0,-443649000.0,1540555000,118022468.97815126,1540555000,1540555000
2446,BLFS,2019,2019-12-31,27371000.0,-8760000.0,18611000.0,-17841000.0,-13594000.0,-3168000.0,-1079000.0,770000.0,488000.0,501000.0,1258000.0,-4456000.0,-3198000.0,1541000.0,-1657000,118022468.97815126,-1657000,-1657000
2447,BLFS,2020,2020-12-31,48087000.0,-20646000.0,27441000.0,-31439000.0,-21686000.0,-6720000.0,-3033000.0,-3998000.0,40000.0,40000.0,-3958000.0,2677000.0,-1281000.0,3264000.0,1983000,118022468.97815126,1983000,1983000
2448,BLFS,2021,2021-12-31,119156000.0,-82108000.0,37048000.0,-67697000.0,-47674000.0,-11821000.0,-8202000.0,-30649000.0,-196000.0,-485000.0,-30845000.0,1819000.0,-29026000.0,20118000.0,-8908000,118022468.97815126,-8908000,-8908000
2449,BLFS,2022,2022-12-31,161759000.0,-107937000.0,53822000.0,-93735000.0,-69240000.0,-14798000.0,-9697000.0,-39913000.0,17000.0,-687000.0,-39896000.0,-104931000.0,-144827000.0,5022000.0,-139805000,118022468.97815126,-139805000,-139805000
2450,BLFS,2023,2023-12-31,143271000.0,-96519000.0,46752000.0,-104285000.0,-80308000.0,-18796000.0,-5181000.0,-57533000.0,-548000.0,-1812000.0,-58081000.0,-8177000.0,-66258000.0,-169000.0,-66427000,118022468.97815126,-66427000,-66427000
2459,BLK,2019,2019-12-31,14539000000.0,-5028782503.752925,2678659026.7719755,-8988000000.0,-8891000000.0,-1046124105.7772971,-97000000.0,5551000000.0,236000000.0,-106000000.0,5787000000.0,-113345135.4520958,5787000000.0,-1261000000.0,4526000000,118022468.97815126,4476000000,4476000000
2460,BLK,2020,2020-12-31,16205000000.0,-6104000000.0,10101000000.0,-4406000000.0,-4300000000.0,-1046124105.7772971,-106000000.0,5695000000.0,-143000000.0,-143000000.0,5552000000.0,972000000.0,6524000000.0,-1238000000.0,5286000000,118022468.97815126,4932000000,4932000000
2461,BLK,2021,2021-12-31,19374000000.0,-7356000000.0,12018000000.0,-4568000000.0,-4421000000.0,-1046124105.7772971,-147000000.0,7450000000.0,-118000000.0,-118000000.0,7332000000.0,841000000.0,8173000000.0,-1968000000.0,6205000000,118022468.97815126,5901000000,5901000000
2462,BLK,2022,2022-12-31,17873000000.0,-6907000000.0,10966000000.0,-4490000000.0,-4339000000.0,-1046124105.7772971,-151000000.0,6476000000.0,-60000000.0,-60000000.0,6416000000.0,-126000000.0,6290000000.0,-1296000000.0,4994000000,118022468.97815126,5178000000,5178000000
